"merge_id","company_name","report_year","llm_or_manual_id","llm_page","llm_year","llm_scope","llm_value","llm_unit","non_exp_1_id","non_exp_2_id","non_exp_1_is_value_correct","non_exp_2_is_value_correct","non_exp_1_corrected_value","non_exp_2_corrected_value","non_exp_1_is_unit_correct","non_exp_2_is_unit_correct","non_exp_1_corrected_unit","non_exp_2_corrected_unit","non_exp_1_is_page_correct","non_exp_2_is_page_correct","non_exp_1_corrected_page","non_exp_2_corrected_page","non_exp_1_expert_requested_for_rec","non_exp_2_expert_requested_for_rec","non_exp_1_expert_requested_for_doc","non_exp_2_expert_requested_for_doc","non_exp_1_metric_name","non_exp_2_metric_name","non_exp_1_display_type","non_exp_2_display_type","non_exp_filter_doc","non_exp_filter_rec","non_exp_1_value","non_exp_2_value","non_exp_1_unit","non_exp_2_unit","non_exp_1_page","non_exp_2_page","non_exp_1_value_reasoning","non_exp_2_value_reasoning","non_exp_1_unit_reasoning","non_exp_2_unit_reasoning","exp_group_1_exp_1_id","exp_group_1_exp_2_id","exp_group_1_value_who_is_right","exp_group_1_corrected_value","exp_group_1_value_reasoning","exp_group_1_unit_who_is_right","exp_group_1_corrected_unit","exp_group_1_unit_reasoning","exp_group_1_corrected_page","exp_group_2_exp_1_id","exp_group_2_exp_2_id","exp_group_2_value_who_is_right","exp_group_2_corrected_value","exp_group_2_value_reasoning","exp_group_2_unit_who_is_right","exp_group_2_corrected_unit","exp_group_2_unit_reasoning","exp_group_2_corrected_page","exp_group_filter_rec","exp_group_1_value","exp_group_2_value","exp_group_1_unit","exp_group_2_unit","exp_group_1_page","exp_group_2_page","exp_disc_value","exp_disc_unit","exp_disc_page"
51,"Allianz","2022","x_92_2022_3","92",2022,"3",NA,NA,5,8,"No",NA,92,NA,"No",NA,"ktCO₂eq",NA,"No",NA,"92",NA,"No",NA,"No",NA,"Allianz Group operational greenhouse gas emissions - Scope 3",NA,"Graphic",NA,"No","Yes",92,NA,"ktCO₂eq",NA,"92",NA,"0. Missed out on correct value (false NA)",NA,"0. Missed out on correct value (false NA)",NA,13,14,"Ann1",NA,NA,"Ann1",NA,NA,NA,11,12,"Ann1",NA,NA,"Ann1",NA,NA,NA,FALSE,92,92,"ktCO₂eq","ktCO₂eq","92","92",NA,NA,NA
52,"Daimler","2020","164",NA,2013,"1",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"Daimler","2020","165",NA,2014,"1",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"Daimler","2020","166",NA,2015,"1",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"Daimler","2020","167","63",2016,"1",1056,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 direct (Scope 1)","CO2 direct (Scope 1)","Table","Table","No","No",1056,1056,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"Daimler","2020","168","63",2017,"1",1192,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 direct (Scope 1)","CO2 direct (Scope 1)","Table","Table","No","No",1192,1192,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"Daimler","2020","169","63",2018,"1",1247,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 direct (Scope 1)","CO2 direct (Scope 1)","Table","Table","No","No",1247,1247,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"Daimler","2020","170","63",2019,"1",1239,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 direct (Scope 1)","CO2 direct (Scope 1)","Table","Table","No","No",1239,1239,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"Daimler","2020","171","63",2020,"1",1027,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 direct (Scope 1)","CO2 direct (Scope 1)","Table","Table","No","No",1027,1027,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"Daimler","2020","172",NA,2021,"1",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"Daimler","2020","173",NA,2022,"1",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"Daimler","2020","184",NA,2013,"2lb",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"Daimler","2020","185",NA,2014,"2lb",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"Daimler","2020","186",NA,2015,"2lb",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"Daimler","2020","187","63",2016,"2lb",2141,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 indirect (Scope 2) - location-based",NA,"Table",NA,"No","Yes",2141,2141,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,"Ann1",NA,NA,"Neither","CO2 emissions from energy consumption (in 1,000 t)",NA,NA,13,14,"Ann1",NA,NA,"Neither","CO2 emissions from energy consumption (in 1,000 t)",NA,NA,FALSE,2141,2141,"CO2 emissions from energy consumption (in 1,000 t)","CO2 emissions from energy consumption (in 1,000 t)","63","63",NA,NA,NA
66,"Daimler","2020","188","63",2017,"2lb",2041,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 indirect (Scope 2) - location-based",NA,"Table",NA,"No","Yes",2041,2041,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,"Ann1",NA,NA,"Neither","CO2 emissions from energy consumption (in 1,000 t)",NA,NA,13,14,"Ann1",NA,NA,"Neither","CO2 emissions from energy consumption (in 1,000 t)",NA,NA,FALSE,2041,2041,"CO2 emissions from energy consumption (in 1,000 t)","CO2 emissions from energy consumption (in 1,000 t)","63","63",NA,NA,NA
67,"Daimler","2020","189","63",2018,"2lb",1985,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 indirect (Scope 2) - location-based",NA,"Table",NA,"No","Yes",1985,1985,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,"Ann1",NA,NA,"Neither","CO2 emissions from energy consumption (in 1,000 t)",NA,NA,13,14,"Ann1",NA,NA,"Neither","CO2 emissions from energy consumption (in 1,000 t)",NA,NA,FALSE,1985,1985,"CO2 emissions from energy consumption (in 1,000 t)","CO2 emissions from energy consumption (in 1,000 t)","63","63",NA,NA,NA
68,"Daimler","2020","190","63",2019,"2lb",1706,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 indirect (Scope 2) - location-based",NA,"Table",NA,"No","Yes",1706,1706,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,"Ann1",NA,NA,"Neither","CO2 emissions from energy consumption (in 1,000 t)",NA,NA,13,14,"Ann1",NA,NA,"Neither","CO2 emissions from energy consumption (in 1,000 t)",NA,NA,FALSE,1706,1706,"CO2 emissions from energy consumption (in 1,000 t)","CO2 emissions from energy consumption (in 1,000 t)","63","63",NA,NA,NA
69,"Daimler","2020","191","63",2020,"2lb",1492,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 indirect (Scope 2) - location-based",NA,"Table",NA,"No","Yes",1492,1492,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,"Ann1",NA,NA,"Neither","CO2 emissions from energy consumption (in 1,000 t)",NA,NA,13,14,"Ann1",NA,NA,"Neither","CO2 emissions from energy consumption (in 1,000 t)",NA,NA,FALSE,1492,1492,"CO2 emissions from energy consumption (in 1,000 t)","CO2 emissions from energy consumption (in 1,000 t)","63","63",NA,NA,NA
70,"Daimler","2020","192",NA,2021,"2lb",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"Daimler","2020","193",NA,2022,"2lb",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"Daimler","2020","174",NA,2013,"2mb",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"Daimler","2020","175",NA,2014,"2mb",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"Daimler","2020","176",NA,2015,"2mb",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"Daimler","2020","177","63",2016,"2mb",1882,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 indirect (Scope 2) - market-based","CO2 indirect (Scope 2) - market-based","Table","Table","No","No",1882,1882,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"Daimler","2020","178","63",2017,"2mb",1763,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 indirect (Scope 2) - market-based","CO2 indirect (Scope 2) - market-based","Table","Table","No","No",1763,1763,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"Daimler","2020","179","63",2018,"2mb",1687,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 indirect (Scope 2) - market-based","CO2 indirect (Scope 2) - market-based","Table","Table","No","No",1687,1687,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"Daimler","2020","180","63",2019,"2mb",1276,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 indirect (Scope 2) - market-based","CO2 indirect (Scope 2) - market-based","Table","Table","No","No",1276,1276,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Daimler","2020","181","63",2020,"2mb",1035,"thousand tonnes",4,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","CO2 indirect (Scope 2) - market-based","CO2 indirect (Scope 2) - market-based","Table","Table","No","No",1035,1035,"thousand tonnes","thousand tonnes","63","63",NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"Daimler","2020","182",NA,2021,"2mb",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"Daimler","2020","183",NA,2022,"2mb",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"Daimler","2020","194",NA,2013,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"Daimler","2020","195",NA,2014,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"Daimler","2020","196",NA,2015,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"Daimler","2020","197",NA,2016,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"Daimler","2020","198",NA,2017,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"Daimler","2020","199",NA,2018,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"Daimler","2020","200",NA,2019,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Daimler","2020","201",NA,2020,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"Daimler","2020","202",NA,2021,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"Daimler","2020","203",NA,2022,"3",NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"Fresenius SE","2019","803",NA,2013,"1",NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"Fresenius SE","2019","804",NA,2014,"1",NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"Fresenius SE","2019","805",NA,2015,"1",NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"Fresenius SE","2019","806",NA,2016,"1",NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"Fresenius SE","2019","807",NA,2017,"1",NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Fresenius SE","2019","808",NA,2018,"1",NA,NA,8,1,"No","No",521,521,"No","No","t CO 2 equivalents in thousands","t CO2 equivalents in thousands","No","No","126",126,"No","No","No","No","Scope 1","Scope 1","Table","Table","No","No",521,521,"t CO 2 equivalents in thousands","t CO2 equivalents in thousands","126","126","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"Fresenius SE","2019","809",NA,2019,"1",NA,NA,8,1,"No","No",517,517,"No","No","t CO 2 equivalents in thousands","t CO2 equivalents in thousands","No","No","126",126,"No","No","No","No","Scope 1","Scope 1","Table","Table","No","No",517,517,"t CO 2 equivalents in thousands","t CO2 equivalents in thousands","126","126","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"Fresenius SE","2019","810",NA,2020,"1",NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"Fresenius SE","2019","811",NA,2021,"1",NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"Fresenius SE","2019","812",NA,2022,"1",NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"Fresenius SE","2019","823",NA,2013,"2lb",NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"Fresenius SE","2019","824",NA,2014,"2lb",NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"Fresenius SE","2019","825",NA,2015,"2lb",NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"Fresenius SE","2019","826",NA,2016,"2lb",NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
